"","pwsid","PI_INFRASTRUCT_LEAKAGE_INDEX","REPORTING_YEAR","WATER_SUPPLIER_NAME","SUPPLIER_NAME"
"632","CAc(""1910039"", ""1910189"")",1.275668636,2017,"San Gabriel Valley Water Company","San Gabriel Valley Water Company - Los Angeles County Division"
"633","CA3610041",3.409720012,2017,"San Gabriel Valley Water Company   Fontana Division","San Gabriel Valley Water Company - Fontana Water Company Division"
"634","CAcharacter(0)",0.57224785,2017,"Upland  City Of","City of Upland"
"635","CA1210004",1.821475501,2017,"Eureka  City Of","City of Eureka"
"636","CA1910124",2.605563517,2017,"Pasadena  City Of","City of Pasadena, Water and power"
"637","CA3610039",2.795773804,2017,"San Bernardino  City Of","San Bernardino Municipal Water Department"
"638","CA0110001",1.745668363,2017,"Alameda County Water District","Alameda County Water District"
"639","CA0071001",0.580360717,2018,"Antioch  City Of","City of Antioch"
"640","CAcharacter(0)",2.670722244,2017,"East Valley Water District","East Valley Water District"
"641","CA5610063",2.584695266,2018,"Camrosa Water District","Camrosa Water District"
"642","CA2910004",2.312860063,2017,"Nevada Irrigation District","Nevada Irrigation District"
"643","CA2910023",0.999216358,2017,"Nevada Irrigation District","Nevada Irrigation District"
"644","CA2910006",0.972797857,2017,"Nevada Irrigation District","Nevada Irrigation District"
"645","CA1910028",1.332840111,2017,"Crescenta Valley Community Water District","Crescenta Valley Water District"
"646","CAc(""3010042"", ""3010055"")",0.597073462,2017,"South Coast Water District","South Coast Water District"
"647","CAcharacter(0)",1.40974614,2017,"Western Municipal Water District Of Riverside","WMWD - RIVERSIDE"
"648","CAcharacter(0)",-0.768432649,2017,"Santa Monica  City Of","City of Santa Monica"
"649","CAcharacter(0)",1.071528581,2017,"Upland  City Of","City of Upland"
"650","CAcharacter(0)",2.66028298,2017,"Cloverdale  City of","City of Cloverdale"
"651","CA3710002",1.806573583,2017,"Vallecitos Water District","Vallecitos Water District"
"652","CA3310005",5.574877594,2017,"Desert Water Agency","Desert Water Agency"
"653","CA0710007",1.446752596,2017,"Diablo Water District","Diablo Water District"
"654","CA3610012",2.31217783,2017,"Chino  City Of","City of Chino"
"655","CA3710042",-1.54106536,2018,"San Diego County Water Authority","San Diego/San Diego County Water Authority"
"656","CA4310005",0.659540913,2017,"Milpitas  City Of","City of Milpitas"
"657","CAcharacter(0)",1.17391755,2017,"Montecito Water District","Montecito Water District"
"658","CAcharacter(0)",0.056678872,2017,"Norwalk  City Of","City of Norwalk"
"659","CA1910043",1.044723232,2017,"Glendale  City Of","City of Glendale"
"660","CA4110016",1.320262752,2017,"Hillsborough  Town Of","Town of Hillsborough"
"661","CA3310008",2.666024577,2017,"Mission Springs Water District","Mission Springs Water District"
"662","CA30100004",1.02645114,2018,"Mesa Water District","Mesa Water District"
"663","CA1510005",1.182638421,2018,"Delano  City Of","City of Delano"
"664","CA1510015",1.148292547,2017,"Oildale Mutual Water Company","OILDALE MUTUAL WATER COMPANY"
"665","CAcharacter(0)",1.167758095,2017,"San Bruno  City Of","City of San Bruno"
"666","CAcharacter(0)",2.123623353,2017,"San Fernando  City Of","City of San Fernando"
"667","CAcharacter(0)",11.80255682,2017,"West Sacramento  City Of","City of West Sacramento"
"668","CA4110027",0.106723178,2016,"Westborough Water District","Westborough Water District"
"669","CA1910021",0.49155614,2017,"Liberty Utilities (Park Water) Corp","Liberty Utilities (Park Water)"
"670","CA1910211",0.206100988,2017,"Liberty Utilities (Park Water) Corp","Liberty Utilities (Park Water)"
"671","CA1910161",0.0579,2017,"Liberty Utilities (Park Water) Corp","Liberty Utilities (Park Water)"
"672","CA1510021",NA,2017,"Wasco  City Of","City of Wasco"
"673","CA3810011",1.859351931,2018,"San Francisco Public Utilities Commision","San Francisco Public Utilities Commission"
"674","CA4410011",0.478126257,2017,"Watsonville  City Of","City of Watsonville"
"675","CAcharacter(0)",0.841240157,2018,"Mountain View  City Of","City of Mountain View"
"676","CAcharacter(0)",5.13081294,2017,"Bakman Water Company","Bakman Water Company"
"677","CAc(""54"", ""10010"")",3.423402926,2017,"Porterville  City Of","City of Porterville"
"678","CAcharacter(0)",0.699906664,2017,"Hi Desert Water District","Hi-Desert Water District"
"679","CAcharacter(0)",2.214368676,2017,"Palmdale Water District","Palmdale Water District"
"680","CAcharacter(0)",0.542098613,2018,"Long Beach  City Of","Long Beach Water Department"
"681","CA4210006",1.504391173,2017,"Morgan Hill  City Of","City of Morgan Hill Water Department"
"682","CA3310016",0.031230549,2018,"Hemet  City Of","Hemet Water Dept."
"683","CA5610009",1.504439765,2017,"Port Hueneme  City Of","Port Hueneme Water Department"
"684","CAcharacter(0)",5.778852399,2016,"Arvin Community Service District","Arvin Community Services District"
"685","CA5010017",7.86136984,2017,"Patterson  City Of","City of Patterson"
"686","CA2110003",0.00775,2017,"North Marin Water District","North Marin Water District"
"687","CAcharacter(0)",1.917120003,2017,"Golden State Water Company - Cordova","Golden State Water Company - Cordova"
"688","CAcharacter(0)",-3.291260609,2017,"Huntington Beach  City Of","City of Huntington Beach"
"689","CA1510019",7.042702105,2017,"Shafter  City Of","City of Shafter"
"690","CA3610005",0.918277845,2018,"Lake Arrowhead Community Services District","Lake Arrowhead Community Services District"
"691","CAcharacter(0)",1.864205954,2016,"Red Bluff  City Of","City of Red Bluff"
"692","CAcharacter(0)",0.027,2017,"Red Bluff  City Of","City of Red Bluff"
"693","CA4310004",2.066000969,2017,"Gilroy  City Of","City of Gilroy"
"694","CA2410009",5.381683741,2017,"Merced  City Of","City of Merced"
"695","CA1510032",3.39256811,2017,"California City","California City"
"696","CAcharacter(0)",3.425044511,2016,"Redlands  City Of","City of Redlands"
"697","CA3410009",1.374907108,2017,"Fair Oaks Water District","Fair Oaks Water District"
"698","CA1910079",1.814135184,2016,"Lynwood  City Of","Lynwood"
"699","CA3310001",2.686364318,2017,"Coachella Valley Water District","Coachella Valley Water District"
"700","CAcharacter(0)",1.579424271,2016,"Rio Vista  City Of","City of Rio Vista"
"701","CA4810004",1.681785909,2017,"Rio Vista  City Of","City of Rio Vista"
"702","CA4010002",1.754767278,2017,"Atascadero Mutual Water Company","Atascadero Mutual Water Co."
"703","CAcharacter(0)",4.697031319,2016,"East Niles Community Services District","East Niles Community Services District"
"704","CA3610120",0.894138676,2017,"Phelan Pinon Hills Community Services District","Phelan Pi“on Hills Community Services District"
"705","CA3610014",3.722370389,2016,"Colton  City Of","City of Colton"
"706","CA2410005",6.757719657,2017,"Los Banos  City Of","City of Los Banos Public Works"
"707","CA3710034",0.584786661,2017,"Otay Water District","Otay Water District"
"708","CAcharacter(0)",2.658130914,2016,"Rubidoux Community Service District","Rubidoux Community Services District"
"709","CA1210006",1.813474429,2016,"Fortuna  City Of","City of Fortuna"
"710","CA3610049",1.282226427,2016,"Twentynine Palms Water District","Twentynine Palms Water District"
"711","CAcharacter(0)",4.453494703,2016,"Western Municipal Water District Of Riverside","WMWD - RIVERSIDE"
"712","CA4810007",4.223153902,2016,"Vallejo  City Of","City Of  Vallejo"
"713","CAcharacter(0)",2.356686004,2016,"Arcadia  City Of","City of Arcadia"
"714","CAcharacter(0)",4.053301851,2016,"Yucaipa Valley Water District","Yucaipa Valley Water District"
"715","CAcharacter(0)",3.893322122,2017,"Riverside  City Of","Riverside Public Utilities"
"716","CAcharacter(0)",0.518027263,2016,"Lompoc  City Of","City of Lompoc Water Division"
"717","CAcharacter(0)",1.930557845,2016,"Laguna Beach County Water District","Laguna Beach County Water District"
"718","CAcharacter(0)",0.371409693,2016,"North Coast County Water District","NORTH COAST COUNTY WATER DISTRICT"
"719","CA3910006",2.477387521,2016,"Stockton  City Of","City of Stockton"
"720","CA1910062",3.341950189,2017,"La Verne  City Of","City of La Verne"
"721","CAcharacter(0)",1.990497565,2016,"Cloverdale  City of","Cloverdale"
"722","CA3910004",0.647656494,2018,"Lodi  City Of","City of Lodi"
"723","CA1910009",0.985403589,2017,"Valley County Water District","Valley County Water District"
"724","CA3710010",1.178478969,2017,"Helix Water District","Helix Water District"
"725","CA0371005",0.519143775,2018,"Sweetwater Authority","Sweetwater Authority"
"726","CA3610038",1.699428222,2016,"Rialto  City Of","Rialto / Rialto Water Services"
"727","CAcharacter(0)",25.10515252,2016,"West Sacramento  City Of","City of West Sacramento"
"728","CAcharacter(0)",23.91478651,2017,"West Sacramento  City Of","City of West Sacramento"
"729","CAcharacter(0)",1.790522841,2017,"Newport Beach  City Of","City of Newport Beach"
"730","CA3610013",7.689985179,2017,"Loma Linda  City Of","City of Loma Linda"
"731","CA5610011",0.979807161,2017,"Santa Paula  City Of","City of Santa Paula"
"732","CA0241004",4.68285822,2016,"Livingston  City Of","city of livingston"
"733","CA2710008",1.133108474,2016,"Greenfield  City Of","City of Greenfield"
"734","CA1910130",1.449731168,2018,"Quartz Hill Water District","Quartz Hill Water District"
"735","CA1910127",1.945574281,2017,"Covina  City Of","City of Covina"
"736","CA5610007",1.753621386,2016,"Oxnard  City Of","City of Oxnard"
"737","CA1910204",-0.481790922,2017,"Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey","Los Angeles County Waterworks District No. 29"
"738","CAc(""1910203"", ""191000"", ""1910027"", ""1910025"")",0.101665721,2017,"Los Angeles County Waterworks District 40 - Antelope Valley","Los Angeles County Waterworks District No. 40"
"739","CA1510006",2.078471455,2017,"East Niles Community Services District","East Niles Community Services District"
"740","CA1510018",1.511264872,2017,"Rosamond Community Service District","Rosamond Community Services District"
"741","CA1510018",1.155978968,2016,"Rosamond Community Service District","Rosamond Community Services District"
"742","CA3310025",2.096569465,2016,"Norco  City Of","City of Norco"
"743","CA1910245",2.288457234,2017,"Santa Fe Springs  City Of","City of Santa Fe Springs Water Authority"
"744","CA1510001",4.73187733,2017,"Arvin Community Service District","Arvin Community Services District"
"745","CA1049",2.115852073,2017,"Coalinga  City Of","City of Coalinga"
"746","CA1049",0.210142846,2017,"Coalinga  City Of","City of Coalinga"
"747","CA4110013",1.040701418,2017,"Daly City","City of Daly City"
"748","CA3610001",2.806795551,2017,"Adelanto  City Of","City of Adelanto"
"749","CA1910073",1.329842644,2017,"Lomita  City Of","City of Lomita"
"750","CA772",2.261541841,2018,"Galt  City Of","City of Galt"
"751","CA1510029",2.902474065,2017,"Vaughn Water Company","Vaughn Water Company"
"752","CA1810001",2.417564544,2017,"Susanville  City Of","City of Susanville"
"753","CA1910125",0.546875516,2017,"Pico Water District","Pico Water District"
"754","CA5410003",3.033891764,2017,"Exeter  City Of","City of Exeter"
"755","CA0241004",15.16436593,2017,"Livingston  City Of","CITY OF LIVINGSTON"
"756","CA3010003",3.301871994,2017,"Buena Park  City Of","Buena Park"
"757","CA3610014",6.060970783,2017,"Colton  City Of","City of Colton"
"758","CA4510005",2.966089898,2017,"Redding  City Of","City of Redding Water Utility"
"759","CA3010073",0.975912464,2018,"Moulton Niguel Water District","Moulton Niguel Water District"
"760","CA3010073",1.346880798,2017,"Moulton Niguel Water District","Moulton Niguel Water District"
"761","CA2710008",1.668674387,2017,"Greenfield  City Of","City of Greenfield"
"762","CA2710008",5.917181953,2018,"Greenfield  City Of","City of Greenfield"
"763","CA2410001",29.06114081,2018,"Atwater  City Of","Atwater"
"764","CA1010018",4.402240665,2018,"Kerman  City Of","City of Kerman"
"765","CA3410023",4.253320984,2018,"Fruitridge Vista Water Company","Fruitridge Vista Water Company"
"766","CA3910006",2.492414883,2017,"Stockton  City Of","City of Stockton"
"767","CA1910040",0.0189,2017,"El Segundo  City Of","City of El Segundo"
"768","CA1910042",0.165515618,2018,"Pico Rivera  City Of","City of Pico Rivera Water Authority"
"769","CA3610037",2.331332327,2017,"Redlands  City Of","City of Redlands"
"770","CA1910040",0.251350596,2018,"El Segundo  City Of","City of El Segundo"
"771","CA40610003",1.373414639,2018,"Nipomo Community Service District","Nipomo Community Services District"
"772","CA40610003",1.360004336,2017,"Nipomo Community Service District","Nipomo Community Services District"
"773","CAcharacter(0)",1.62859984,2017,"La Palma  City Of","City of La Palma"
"774","CA3510001",1.424845515,2018,"Hollister  City Of","City of Hollister"
"775","CAcharacter(0)",1.703139985,2018,"Millbrae  City Of","City of Millbrae"
"776","CA1910079",1.478182095,2018,"Lynwood  City Of","Lynwood"
"777","CAcharacter(0)",NA,NA,"South Gate  City Of",NA
"778","CA3310002",3.03863975,2018,"Beaumont - Cherry Valley Water District","Beaumont Cherry Valley Water District"
"779","CA1910194",1.011264051,2018,"Rowland Water District","Rowland Water District"
"780","CA1910051",1.662903935,2017,"Inglewood  City Of","City of Inglewood"
"781","CA2610001",1.861654033,2018,"Mammoth Community Water District","Mammoth Lakes"
"782","CA3710026",1.103683743,2018,"Valley Center Municipal Water District","Valley Center Municipal Water District"
"783","CAcharacter(0)",1.020611116,2018,"Elk Grove Water District","Elk Grove Water District"
"784","CAcharacter(0)",1.037667917,2017,"Golden State Water Company - Southwest","Golden State Water Company - Southwest"
"785","CA0421006",1.159782213,2018,"Lompoc  City Of","City of Lompoc Water Division"
"786","CA37100071",2.252922263,2018,"California American Water Company - San Diego District","California American Water - San Diego District"
"787","CA56100140",1.324367514,2018,"California American Water Company - Ventura District","California American Water - Ventura"
"788","CA1910052",1.919325875,2018,"California American Water Company - Los Angeles Division","California American Water Los Angeles County District - Baldwin Hills"
"789","CA1910186",7.00697758,2018,"California American Water Company - Los Angeles Division","California American Water Los Angeles County District - Duarte"
"790","CA1910139",1.376988387,2018,"California American Water Company - Los Angeles Division","California American Water Los Angeles County District - San Marino"
"791","CA3410031",0.583118309,2018,"California American Water Company - Sacramento District","California American Water-Sacramento District-Antelope"
"792","CA3410031",0.456492515,2018,"California American Water Company - Sacramento District","California American Water-Sacramento District-Lincoln Oaks"
"793","CA3410017",-0.411318959,2018,"California American Water Company - Sacramento District","California American Water-Sacramento District-Parkway"
"794","CAc(""3410034"", ""3410010"")",2.440663186,2018,"California American Water Company - Sacramento District","California American Water-Sacramento District-Suburban/Rosemont"
"795","CAcharacter(0)",2.673660135,2017,"Yuba City","Yuba City Water Department"
"796","CA5610017",1.337615766,2017,"San Buenaventura  City Of (Ventura)","City of San Buenaventura / Ventura Water"
"797","CA5610007",3.23437217,2017,"Oxnard  City Of","City of Oxnard"
"798","CA4710011",2.83984399,2018,"Yreka  City Of","City of Yreka"
"799","CA3010046",4.666467335,2017,"Tustin  City Of","City Of Tustin Water Service"
"800","CA2710004",0.238152353,2018,"California American Water Company - Monterey District","California American Water - Monterey Main System"
"801","CA0710006",2.947333472,2017,"Martinez  City Of","City of Martinez"
"802","CA3610003",0.781776829,2018,"Apple Valley Ranchos Water Company","Liberty Utilities Apple Valley"
"803","CA4110011",1.844132643,2018,"Coastside County Water District","Coastside County Water District"
"804","CA3310025",1.312085821,2018,"Norco  City Of","City of Norco"
"805","CA5010014",4.599947039,2018,"Oakdale  City Of","City of Oakdale"
"806","CA1910179",0.584563962,2018,"Burbank  City Of","City of Burbank"
"807","CA3310012",0.810700329,2018,"Elsinore Valley Municipal Water District","Elsinore valley Municipal Water District"
"808","CAcharacter(0)",1.718701684,2018,"Newport Beach  City Of","City of Newport Beach"
"809","CAcharacter(0)",3.05873496,2018,"Menlo Park  City Of","City of Menlo Park"
"810","CA3610025",0.785699153,2018,"Joshua Basin Water District","Joshua Basin Water District"
"811","CA4810007",4.438150932,2018,"Vallejo  City Of","City Of  Vallejo"
"812","CAcharacter(0)",0.87817454,2018,"Laguna Beach County Water District","Laguna Beach County Water District"
"813","CAcharacter(0)",1.084239447,2018,"Westminster  City Of","City of Westminster Water Department"
"814","CA2710001",1.224801998,2018,"Alco Water Service","SALINAS / ALCO WATER SERVICE"
"815","CA2710001",1.016490237,2017,"Alco Water Service","SALINAS / ALCO WATER SERVICE"
"816","CA4110003",0.72604028,2019,"Burlingame  City Of","City of Burlingame"
"817","CA4110021",1.424764597,2018,"Estero Municipal Improvement District","Estero Municipal Improvement District"
"818","CA4810005",3.419959829,2018,"Suisun - Solano Water Authority","Suisun-Solano Water Authority"
"819","CA0110011",2.237140251,2018,"Livermore  City Of","City of Livermore Water"
"820","CA1910146",-1.354448828,2018,"Santa Monica  City Of","City of Santa Monica"
"821","CA7038",2.060177285,2018,"Tracy  City Of","City of Tracy"
"822","CA3010079",1.197722568,2018,"El Toro Water District","El Toro Water District"
"823","CA3410004",1.429727042,2018,"Carmichael Water District","Carmichael Water District"
"824","CA0910002",3.813336939,2018,"South Tahoe Public Utility District","South Tahoe Public Utility District"
"825","CA5410002",4.812588096,2018,"Dinuba  City Of","City of Dinuba"
"826","CA3310006",3.09685972,2018,"Banning  City Of","City of Banning"
"827","CA4510006",0.947008994,2018,"Shasta Lake  City Of","City of Shasta Lake"
"828","CAcharacter(0)",0.478814881,2018,"Brea  City Of","City of Brea"
"829","CA4910014",2.708781591,2018,"Rohnert Park  City Of","City of Rohnert Park"
"830","CA3910004",0.643078466,2018,"Lodi  City Of","City of Lodi"
"831","CAcharacter(0)",2.718777506,2018,"Riverside  City Of","Riverside Public Utilities"
"832","CAcharacter(0)",1.229153846,2018,"San Jose  City Of","San Jose Municipal Water System"
"833","CA3310007",1.052793896,2018,"Coachella  City Of","Coachella Water Authority"
"834","CA5510001",3.045043251,2018,"Tuolumne Utilities District","Tuolumne Utilities District"
"835","CA5510012",1.294440088,2018,"Tuolumne Utilities District","Tuolumne Utilities District"
"836","CA3010101",1.259297432,2019,"Santa Margarita Water District","Santa Margarita Water District"
"837","CA3410021",2.539909407,2018,"San Juan Water District","San Juan Water District"
"838","CA4110013",0.0479,2018,"Daly City","City of Daly City"
"839","CAcharacter(0)",NA,NA,"Bellflower - Somerset Mutual Water Company",NA
"840","CAcharacter(0)",7.293656769,2018,"Yucaipa Valley Water District","Yucaipa Valley Water District"
"841","CA1010003",1.093636441,2018,"Clovis  City Of","City of Clovis"
"842","CA1510022",-0.158895992,2018,"West Kern Water District","West Kern Water District"
"843","CA5610020",0.849962405,2019,"Thousand Oaks  City Of","City of Thousand Oaks"
"844","CA5710006",0.404770343,2018,"Woodland  City Of","City of Woodland"
"845","CA1510017",2.036354662,2019,"Indian Wells Valley Water District","Indian Wells Valley Water District"
"846","CA1910166",0.184582441,2018,"Valley Water Company","Valley Water Company"
"847","CAcharacter(0)",2.089125529,2018,"San Fernando  City Of","City of San Fernando"
"848","CA3610038",1.417372687,2018,"Rialto  City Of","Rialto / Rialto Water Services"
"849","CA3410020",4.724344804,2019,"Sacramento  City Of","City of Sacramento Department of Utilities"
"850","CA2710017",2.25759074,2018,"Marina Coast Water District","Marina Coast Water District"
"851","CA4410011",3.231935382,2018,"Watsonville  City Of","City of Watsonville"
"852","CA2910004",1.146901807,2018,"Nevada Irrigation District","Nevada Irrigation District"
"853","CA2910023",0.652356826,2018,"Nevada Irrigation District","Nevada Irrigation District"
"854","CA2910006",2.272895112,2018,"Nevada Irrigation District","Nevada Irrigation District"
"855","CA1910234",0.82191826,2018,"Walnut Valley Water District","Walnut Valley Water District"
"856","CA5010028",1.730569096,2018,"Ceres  City Of","City of Ceres"
"857","CA5010019",2.373131404,2018,"Turlock  City Of","City of Turlock"
"858","CA1310001",5.906216345,2018,"Brawley  City Of","City of Brawley"
"859","CAcharacter(0)",0.703759422,2018,"Hesperia Water District","Hesperia Water District (CA3610024)"
"860","CAcharacter(0)",3.137371087,2018,"Rubidoux Community Service District","Rubidoux Community Services District"
"861","CA1910239",0.893414779,2018,"Lakewood  City Of","CITY OF LAKEWOOD"
"862","CA3610064",1.544197133,2018,"East Valley Water District","East Valley Water District"
"863","CA3710005",0.757724014,2018,"Carlsbad Municipal Water District","Carlsbad Municipal Water District"
"864","CA1910003",0.894441174,2018,"Arcadia  City Of","City of Arcadia"
"865","CA5810002",5.525693829,2017,"Linda County Water District","Linda County Water District"
"866","CA5810002",7.582782934,2018,"Linda County Water District","Linda County Water District"
"867","CAcharacter(0)",0.666084733,2018,"Fullerton  City Of","City of Fullerton"
"868","CA3510003",0.891490239,2018,"Sunnyslope Community Water District","Sunnyslope County Water District"
"869","CA4910006",2.109742513,2018,"Petaluma  City Of","City of Petaluma"
"870","CA4410014",2.115756789,2018,"San Lorenzo Valley Water District","San Lorenzo Valley Water District"
"871","CA3910005",0.911961301,2018,"Manteca  City Of","City of Manteca"
"872","CA3110004",1.346416881,2018,"Lincoln  City Of","City of Lincoln"
"873","CA1910156",0.94896523,2018,"Beverly Hills  City Of","City of Beverly Hills"
"874","CA4910012",2.230850249,2018,"Sonoma  City Of","City of Sonoma"
"875","CA0071001",0.0996,2019,"Antioch  City Of","City of Antioch"
"876","CA4910017",1.379798021,2019,"Windsor  Town Of","Town of Windsor / Windsor Water District"
"877","CA3610036",0.0231,2019,"Chino Hills  City Of","City of Chino Hills"
"878","CA3410001",1.164167903,2018,"Sacramento Suburban Water District","Sacramento Suburban Water District"
"879","CA1310004",17.86643965,2018,"El Centro  City Of","City of El Centro"
"880","CAcharacter(0)",NA,NA,"Scotts Valley Water District",NA
"881","CAcharacter(0)",5.683405699,2018,"Folsom  City Of","Folsom - Environmental & Water Resources Department"
"882","CA0910013",1.005455868,2018,"Georgetown Divide Public Utility District","Georgetown Divide Public Utility District"
"883","CA0110008",0.935752633,2018,"Pleasanton  City Of","City of Pleasanton"
"884","CA3110025",2.896350998,2018,"Placer County Water Agency","Placer County Water Agency - Foothill/Sunset"
"885","CA3110005",3.680186221,2018,"Placer County Water Agency","Placer County Water Agency - Auburn/Bowman"
"886","CA3710018",1.968290408,2018,"Rincon Del Diablo Municipal Water District","Rincon del Diablo Municipal Water District"
"887","CA4010002",1.168679673,2018,"Atascadero Mutual Water Company","Atascadero Mutual Water Co."
"888","CA3710021",-0.171756465,2019,"San Dieguito Water District","San Dieguito Water District"
"889","CAc(""4910004"", ""0028"")",1.192210078,2018,"Sweetwater Springs Water District","Sweetwater Springs Water District"
"890","CA3310032",3.126273699,2017,"San Jacinto  City Of","City of San Jacinto"
"891","CA3310032",0.769289259,2018,"San Jacinto  City Of","City of San Jacinto"
"892","CA3310032",3.126273699,2017,"San Jacinto  City Of","City of San Jacinto"
"893","CAcharacter(0)",1.497425828,2018,"Contra Costa Water District","Contra Costa Water District"
"894","CAcharacter(0)",1.177866606,2018,"Orange  City Of","City of Orange"
"895","CA3710023",1.416154365,2019,"Santa Fe Irrigation District","Santa Fe Irrigation District"
"896","CA3610120",1.061951009,2019,"Phelan Pinon Hills Community Services District","Phelan Pi“on Hills Community Services District"
"897","CA4010007",0.204352009,2018,"Paso Robles  City Of","City of Paso Robles"
"898","CA0110006",0.955836888,2018,"Hayward  City Of","City of Hayward"
"899","CA3310038",1.070972001,2019,"Rancho California Water District","Rancho California Water District"
"900","CA4410017",0.734495565,2018,"Soquel Creek Water District","Soquel Creek Water District"
"901","CA3610018",1.76629668,2018,"Cucamonga Valley Water District","Cucamonga Valley Water District"
"902","CA4010009",0.96612173,2018,"San Luis Obispo  City Of","City of San Luis Obispo"
"903","CAcharacter(0)",9.837972288,2018,"Sonoma County Water Agency","Sonoma County Water Agency"
"904","CA3010069",0.51368397,2018,"Fountain Valley  City Of","Fountain Valley"
"905","CA3710034",0.600210128,2019,"Otay Water District","Otay Water District"
"906","CA4310022",1.515847748,2018,"Great Oaks Water Company Incorporated","Great Oaks Water Company"
"907","CA3710010",0.724935299,2018,"Helix Water District","Helix Water District"
"908","CA3710014",1.061055144,2019,"Oceanside  City Of","City of Oceanside"
"909","CA1510003",4.729648297,2018,"California Water Service Company Bakersfield","California Water Service-BK"
"910","CA1510055",1.544772719,2018,"California Water Service Company Bakersfield","California Water Service-BK NG"
"911","CA4110006",0.282061919,2018,"California Water Service Company Bear Gulch","California Water Service-BG"
"912","CA0410002",1.453102124,2018,"California Water Service Company Chico District","California Water Service-CH"
"913","CA1910033",1.238473085,2018,"California Water Service Company Dominguez","California Water Service-DOM"
"914","CA1910036",0.402015071,2018,"California Water Service Company East Los Angeles","California Water Service-ELA"
"915","CA1910134",0.692840882,2018,"California Water Service Company Hermosa/Redondo","California Water Service-HR"
"916","CA0110003",-0.0188,2018,"California Water Service Company Livermore","California Water Service-LIV"
"917","CA4310001",1.16696642,2018,"California Water Service Company Los Altos/Suburban","California Water Service-LAS"
"918","CA5810001",0.739493237,2018,"California Water Service Company Marysville","California Water Service-MRL"
"919","CA4110007",0.173039977,2018,"California Water Service Company Mid Peninsula","California Water Service_MPS SC"
"920","CA4110008",1.355175683,2018,"California Water Service Company Mid Peninsula","California Water Service_MPS SM"
"921","CA0410005",1.724228927,2018,"California Water Service Company Oroville","California Water Service-ORO"
"922","CA1910104",0.859767987,2018,"California Water Service Company Palos Verdes","California Water Service_PV"
"923","CA2710010",0.122839321,2018,"California Water Service Company Salinas District","California Water Service-SLN System"
"924","CA1010024",2.04845609,2018,"California Water Service Company Selma","California Water Service-SEL"
"925","CA4110009",-0.107048187,2018,"California Water Service Company South San Francisco","California Water Service-SSF"
"926","CA3910001",1.678726484,2018,"California Water Service Company Stockton","California Water Service-STK"
"927","CA5410016",0.287643979,2018,"California Water Service Company Visalia","California Water Service-VIS"
"928","CA5410016",0.287643979,2018,"California Water Service Company Westlake","California Water Service-VIS"
"929","CA1910047",0.198238533,2018,"Hawthorne  City Of","California Water Service-HAW"
"930","CAcharacter(0)",2.550222085,2018,"East Bay Municipal Utility District","East Bay Municipal Utility District"
"931","CA5710001",4.092231576,2018,"Davis  City Of","City of Davis"
"932","CA3410006",0.394726016,2018,"Citrus Heights Water District","Citrus Heights Water District"
"933","CA1910013",1.567965462,2018,"Bellflower - Somerset Mutual Water Company","Bellflower Somerset Mutual water Co."
"934","CAc(""4910004"", ""0028"")",1.192210078,2018,"Sweetwater Springs Water District","Sweetwater Springs Water District"
"935","CA4010001",0.182674839,2018,"Arroyo Grande  City Of","City of Arroyo Grande"
"936","CAcharacter(0)",2.706002608,2017,"Yuba City","Yuba City Water Department"
"937","CA5805001",4.644433754,2018,"Olivehurst Public Utilities District","Olivehurst Public Utility District"
"938","CA5810003",3.039552501,2018,"Olivehurst Public Utilities District","Olivehurst Public Utility District"
"939","CAc(""1210001"", ""1210021"")",3.154656972,2018,"Arcata  City Of","City of Arcata"
"940","CA4910009",1.145530575,2018,"Santa Rosa  City Of","City of Santa Rosa"
"941","CAc(""3010042"", ""3010055"")",0.257477479,2018,"South Coast Water District","South Coast Water District"
"942","CA1010027",17.77960704,2018,"Reedley  City Of","City of Reedley"
"943","CA1020",1.935184377,2018,"Lathrop  City Of","City of Lathrop"
"944","CAc(""4910004"", ""0028"")",1.192210078,2018,"Sweetwater Springs Water District","Sweetwater Springs Water District"
"945","CA4910005",0.517593103,2018,"Healdsburg  City Of","City of Healdsburg"
"946","CA1910125",0.765602155,2018,"Pico Water District","Pico Water District"
"947","CA30100004",0.692972915,2019,"Mesa Water District","Mesa Water District"
"948","CA2810003",1.020023787,2018,"Napa  City Of","City of Napa"
"949","CA1910062",0.43664437,2018,"La Verne  City Of","City of La Verne"
"950","CAcharacter(0)",0.661647404,2018,"San Bruno  City Of","City of San Bruno"
"951","CAcharacter(0)",0.963116282,2018,"Golden State Water Company - Artesia","Golden State Water Company - Artesia"
"952","CAcharacter(0)",2.408042213,2018,"Golden State Water Company - Barstow","Barstow Golden State Water Company"
"953","CAcharacter(0)",1.475222573,2018,"Golden State Water Company - Bay Point","Golden State Water Company - Bay Point"
"954","CAcharacter(0)",2.753560353,2018,"Golden State Water Company - Bell-Bell Gardens","Golden State Water Company - Bell-Bell Gardens"
"955","CAcharacter(0)",1.088530171,2018,"San Gabriel County Water District","San Gabriel County Water District"
"956","CAcharacter(0)",14.48223177,2018,"Golden State Water Company - Cordova","Golden State Water Company - Cordova"
"957","CAcharacter(0)",0.66081191,2018,"Golden State Water Company - Culver City","Golden State Water Company - Culver City"
