utility_name,pwsid,effective_date,bill_frequency,bill_unit,usage_ccf,avg_household_size,et_amount,bill_type,service_charge,commodity_charge,bill,tier_starts,tier_0,tier_prices,median_income_category,approximate_median_income,check,bill_frequency_update,Tier_number,Tier_price,Tier_volume
Laguna Beach County Water District,CA3010017,11/1/2017,Bi-Monthly,converted to kgal,8,2.049575643,9.121396364,Budget,16.18,15.695,23.785,0-100%,0,4.17-7.85,"$75,000 to $99,999",87500,0,Monthly,5,NA,NA
Laguna Beach County Water District,CA3010017,11/1/2017,Bi-Monthly,converted to kgal,8,2.049575643,9.121396364,Budget,16.18,15.695,23.785,0-100%,0,4.17-7.85,"$75,000 to $99,999",87500,0,Monthly,6,NA,NA
Laguna Beach County Water District,CA3010017,11/1/2017,Bi-Monthly,converted to kgal,8,2.049575643,9.121396364,Budget,16.18,15.695,23.785,0-100%,0,4.17-7.85,"$75,000 to $99,999",87500,0,Monthly,7,NA,NA
Laguna Beach County Water District,CA3010017,11/1/2017,Bi-Monthly,converted to kgal,8,2.049575643,9.121396364,Budget,16.18,15.695,23.785,0-100%,0,4.17-7.85,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
Lake Arrowhead Community Services District,CA3610005,1/1/2017,Monthly,converted to kgal,4.772684066,2.506344785,4.678088864,Tiered,38.23,6.89,45.12,0-5-14-31,0,1.26-2.39-7.09-14.78,"$60,000 to $74,999",67500,0,Monthly,1,0.94254552,3.74026
Lake Arrowhead Community Services District,CA3610005,1/1/2017,Monthly,converted to kgal,4.772684066,2.506344785,4.678088864,Tiered,38.23,6.89,45.12,0-5-14-31,0,1.26-2.39-7.09-14.78,"$60,000 to $74,999",67500,0,Monthly,2,1.78784428,10.472728
Lake Arrowhead Community Services District,CA3610005,1/1/2017,Monthly,converted to kgal,4.772684066,2.506344785,4.678088864,Tiered,38.23,6.89,45.12,0-5-14-31,0,1.26-2.39-7.09-14.78,"$60,000 to $74,999",67500,0,Monthly,3,5.30368868,23.189612
Lake Arrowhead Community Services District,CA3610005,1/1/2017,Monthly,converted to kgal,4.772684066,2.506344785,4.678088864,Tiered,38.23,6.89,45.12,0-5-14-31,0,1.26-2.39-7.09-14.78,"$60,000 to $74,999",67500,0,Monthly,4,11.05620856,NA
Lake Arrowhead Community Services District,CA3610005,1/1/2017,Monthly,converted to kgal,4.772684066,2.506344785,4.678088864,Tiered,38.23,6.89,45.12,0-5-14-31,0,1.26-2.39-7.09-14.78,"$60,000 to $74,999",67500,0,Monthly,5,NA,NA
Lake Arrowhead Community Services District,CA3610005,1/1/2017,Monthly,converted to kgal,4.772684066,2.506344785,4.678088864,Tiered,38.23,6.89,45.12,0-5-14-31,0,1.26-2.39-7.09-14.78,"$60,000 to $74,999",67500,0,Monthly,6,NA,NA
Lake Arrowhead Community Services District,CA3610005,1/1/2017,Monthly,converted to kgal,4.772684066,2.506344785,4.678088864,Tiered,38.23,6.89,45.12,0-5-14-31,0,1.26-2.39-7.09-14.78,"$60,000 to $74,999",67500,0,Monthly,7,NA,NA
Lake Arrowhead Community Services District,CA3610005,1/1/2017,Monthly,converted to kgal,4.772684066,2.506344785,4.678088864,Tiered,38.23,6.89,45.12,0-5-14-31,0,1.26-2.39-7.09-14.78,"$60,000 to $74,999",67500,0,Monthly,8,NA,NA
Lake Hemet Municipal Water District,CA3310022,7/1/2017,Monthly,converted to kgal,11.83809606,2.832279772,5.171295455,Tiered,30.91,28.71,59.62,0-7-13-25-38,0,2.384-2.468-2.708-2.989-3.459,"$40,000 to $44,999",42500,1,Monthly,1,1.783355968,5.236364
Lake Hemet Municipal Water District,CA3310022,7/1/2017,Monthly,converted to kgal,11.83809606,2.832279772,5.171295455,Tiered,30.91,28.71,59.62,0-7-13-25-38,0,2.384-2.468-2.708-2.989-3.459,"$40,000 to $44,999",42500,1,Monthly,2,1.846192336,9.724676
Lake Hemet Municipal Water District,CA3310022,7/1/2017,Monthly,converted to kgal,11.83809606,2.832279772,5.171295455,Tiered,30.91,28.71,59.62,0-7-13-25-38,0,2.384-2.468-2.708-2.989-3.459,"$40,000 to $44,999",42500,1,Monthly,3,2.025724816,18.7013
Lake Hemet Municipal Water District,CA3310022,7/1/2017,Monthly,converted to kgal,11.83809606,2.832279772,5.171295455,Tiered,30.91,28.71,59.62,0-7-13-25-38,0,2.384-2.468-2.708-2.989-3.459,"$40,000 to $44,999",42500,1,Monthly,4,2.235927428,28.425976
Lake Hemet Municipal Water District,CA3310022,7/1/2017,Monthly,converted to kgal,11.83809606,2.832279772,5.171295455,Tiered,30.91,28.71,59.62,0-7-13-25-38,0,2.384-2.468-2.708-2.989-3.459,"$40,000 to $44,999",42500,1,Monthly,5,2.587511868,NA
Lake Hemet Municipal Water District,CA3310022,7/1/2017,Monthly,converted to kgal,11.83809606,2.832279772,5.171295455,Tiered,30.91,28.71,59.62,0-7-13-25-38,0,2.384-2.468-2.708-2.989-3.459,"$40,000 to $44,999",42500,1,Monthly,6,NA,NA
Lake Hemet Municipal Water District,CA3310022,7/1/2017,Monthly,converted to kgal,11.83809606,2.832279772,5.171295455,Tiered,30.91,28.71,59.62,0-7-13-25-38,0,2.384-2.468-2.708-2.989-3.459,"$40,000 to $44,999",42500,1,Monthly,7,NA,NA
Lake Hemet Municipal Water District,CA3310022,7/1/2017,Monthly,converted to kgal,11.83809606,2.832279772,5.171295455,Tiered,30.91,28.71,59.62,0-7-13-25-38,0,2.384-2.468-2.708-2.989-3.459,"$40,000 to $44,999",42500,1,Monthly,8,NA,NA
Lakewood  City Of,CA1910239,1/1/2018,Bi-Monthly,converted to kgal,9,2.80863885,8.483717273,Uniform,7.5,16.315,20.065,NA,NA,3.5,"$75,000 to $99,999",87500,0,Monthly,1,2.618182,NA
Lakewood  City Of,CA1910239,1/1/2018,Bi-Monthly,converted to kgal,9,2.80863885,8.483717273,Uniform,7.5,16.315,20.065,NA,NA,3.5,"$75,000 to $99,999",87500,0,Monthly,2,NA,NA
Lakewood  City Of,CA1910239,1/1/2018,Bi-Monthly,converted to kgal,9,2.80863885,8.483717273,Uniform,7.5,16.315,20.065,NA,NA,3.5,"$75,000 to $99,999",87500,0,Monthly,3,NA,NA
Lakewood  City Of,CA1910239,1/1/2018,Bi-Monthly,converted to kgal,9,2.80863885,8.483717273,Uniform,7.5,16.315,20.065,NA,NA,3.5,"$75,000 to $99,999",87500,0,Monthly,4,NA,NA
Lakewood  City Of,CA1910239,1/1/2018,Bi-Monthly,converted to kgal,9,2.80863885,8.483717273,Uniform,7.5,16.315,20.065,NA,NA,3.5,"$75,000 to $99,999",87500,0,Monthly,5,NA,NA
Lakewood  City Of,CA1910239,1/1/2018,Bi-Monthly,converted to kgal,9,2.80863885,8.483717273,Uniform,7.5,16.315,20.065,NA,NA,3.5,"$75,000 to $99,999",87500,0,Monthly,6,NA,NA
Lakewood  City Of,CA1910239,1/1/2018,Bi-Monthly,converted to kgal,9,2.80863885,8.483717273,Uniform,7.5,16.315,20.065,NA,NA,3.5,"$75,000 to $99,999",87500,0,Monthly,7,NA,NA
Lakewood  City Of,CA1910239,1/1/2018,Bi-Monthly,converted to kgal,9,2.80863885,8.483717273,Uniform,7.5,16.315,20.065,NA,NA,3.5,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
Lamont Public Utility District,CA1510012,1/1/2017,monthly,converted to kgal,16.83923275,3.710847346,5.012360682,Uniform,26.86,6.9,33.76,NA,NA,0.41,"$30,000 to $34,999",32500,0,Monthly,1,0.30670132,NA
Lamont Public Utility District,CA1510012,1/1/2017,monthly,converted to kgal,16.83923275,3.710847346,5.012360682,Uniform,26.86,6.9,33.76,NA,NA,0.41,"$30,000 to $34,999",32500,0,Monthly,2,NA,NA
Lamont Public Utility District,CA1510012,1/1/2017,monthly,converted to kgal,16.83923275,3.710847346,5.012360682,Uniform,26.86,6.9,33.76,NA,NA,0.41,"$30,000 to $34,999",32500,0,Monthly,3,NA,NA
Lamont Public Utility District,CA1510012,1/1/2017,monthly,converted to kgal,16.83923275,3.710847346,5.012360682,Uniform,26.86,6.9,33.76,NA,NA,0.41,"$30,000 to $34,999",32500,0,Monthly,4,NA,NA
Lamont Public Utility District,CA1510012,1/1/2017,monthly,converted to kgal,16.83923275,3.710847346,5.012360682,Uniform,26.86,6.9,33.76,NA,NA,0.41,"$30,000 to $34,999",32500,0,Monthly,5,NA,NA
Lamont Public Utility District,CA1510012,1/1/2017,monthly,converted to kgal,16.83923275,3.710847346,5.012360682,Uniform,26.86,6.9,33.76,NA,NA,0.41,"$30,000 to $34,999",32500,0,Monthly,6,NA,NA
Lamont Public Utility District,CA1510012,1/1/2017,monthly,converted to kgal,16.83923275,3.710847346,5.012360682,Uniform,26.86,6.9,33.76,NA,NA,0.41,"$30,000 to $34,999",32500,0,Monthly,7,NA,NA
Lamont Public Utility District,CA1510012,1/1/2017,monthly,converted to kgal,16.83923275,3.710847346,5.012360682,Uniform,26.86,6.9,33.76,NA,NA,0.41,"$30,000 to $34,999",32500,0,Monthly,8,NA,NA
Las Virgenes Municipal Water District,CA1910225,1/1/2017,monthly,converted to kgal,18.35253416,2.579206647,4.685211591,Budget,21.73,59.97,111.59,0-indoor-101%-150%,0,2.46-3.24-4-5.02,"$100,000 to $124,999",112500,0,Monthly,1,1.84020792,NA
Las Virgenes Municipal Water District,CA1910225,1/1/2017,monthly,converted to kgal,18.35253416,2.579206647,4.685211591,Budget,21.73,59.97,111.59,0-indoor-101%-150%,0,2.46-3.24-4-5.02,"$100,000 to $124,999",112500,0,Monthly,2,2.42368848,NA
Las Virgenes Municipal Water District,CA1910225,1/1/2017,monthly,converted to kgal,18.35253416,2.579206647,4.685211591,Budget,21.73,59.97,111.59,0-indoor-101%-150%,0,2.46-3.24-4-5.02,"$100,000 to $124,999",112500,0,Monthly,3,2.992208,NA
Las Virgenes Municipal Water District,CA1910225,1/1/2017,monthly,converted to kgal,18.35253416,2.579206647,4.685211591,Budget,21.73,59.97,111.59,0-indoor-101%-150%,0,2.46-3.24-4-5.02,"$100,000 to $124,999",112500,0,Monthly,4,3.75522104,NA
Las Virgenes Municipal Water District,CA1910225,1/1/2017,monthly,converted to kgal,18.35253416,2.579206647,4.685211591,Budget,21.73,59.97,111.59,0-indoor-101%-150%,0,2.46-3.24-4-5.02,"$100,000 to $124,999",112500,0,Monthly,5,NA,NA
Las Virgenes Municipal Water District,CA1910225,1/1/2017,monthly,converted to kgal,18.35253416,2.579206647,4.685211591,Budget,21.73,59.97,111.59,0-indoor-101%-150%,0,2.46-3.24-4-5.02,"$100,000 to $124,999",112500,0,Monthly,6,NA,NA
Las Virgenes Municipal Water District,CA1910225,1/1/2017,monthly,converted to kgal,18.35253416,2.579206647,4.685211591,Budget,21.73,59.97,111.59,0-indoor-101%-150%,0,2.46-3.24-4-5.02,"$100,000 to $124,999",112500,0,Monthly,7,NA,NA
Las Virgenes Municipal Water District,CA1910225,1/1/2017,monthly,converted to kgal,18.35253416,2.579206647,4.685211591,Budget,21.73,59.97,111.59,0-indoor-101%-150%,0,2.46-3.24-4-5.02,"$100,000 to $124,999",112500,0,Monthly,8,NA,NA
Lathrop  City Of,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Uniform,22.9,44.77,67.67,NA,NA,3.99,NA,NA,1,Monthly,1,3.99,NA
Lathrop  City Of,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Uniform,22.9,44.77,67.67,NA,NA,3.99,NA,NA,1,Monthly,2,NA,NA
Lathrop  City Of,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Uniform,22.9,44.77,67.67,NA,NA,3.99,NA,NA,1,Monthly,3,NA,NA
Lathrop  City Of,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Uniform,22.9,44.77,67.67,NA,NA,3.99,NA,NA,1,Monthly,4,NA,NA
Lathrop  City Of,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Uniform,22.9,44.77,67.67,NA,NA,3.99,NA,NA,1,Monthly,5,NA,NA
Lathrop  City Of,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Uniform,22.9,44.77,67.67,NA,NA,3.99,NA,NA,1,Monthly,6,NA,NA
Lathrop  City Of,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Uniform,22.9,44.77,67.67,NA,NA,3.99,NA,NA,1,Monthly,7,NA,NA
Lathrop  City Of,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Uniform,22.9,44.77,67.67,NA,NA,3.99,NA,NA,1,Monthly,8,NA,NA
Lee Lake Water District,CA3310074,7/25/2017,Monthly,converted to kgal,11.68933028,2.396825397,4.729787879,Tiered,19.79,32.79,52.58,0-7-18,0,2.64-2.98-3.28,NA,NA,1,Monthly,1,1.97485728,5.236364
Lee Lake Water District,CA3310074,7/25/2017,Monthly,converted to kgal,11.68933028,2.396825397,4.729787879,Tiered,19.79,32.79,52.58,0-7-18,0,2.64-2.98-3.28,NA,NA,1,Monthly,2,2.22919496,13.464936
Lee Lake Water District,CA3310074,7/25/2017,Monthly,converted to kgal,11.68933028,2.396825397,4.729787879,Tiered,19.79,32.79,52.58,0-7-18,0,2.64-2.98-3.28,NA,NA,1,Monthly,3,2.45361056,NA
Lee Lake Water District,CA3310074,7/25/2017,Monthly,converted to kgal,11.68933028,2.396825397,4.729787879,Tiered,19.79,32.79,52.58,0-7-18,0,2.64-2.98-3.28,NA,NA,1,Monthly,4,NA,NA
Lee Lake Water District,CA3310074,7/25/2017,Monthly,converted to kgal,11.68933028,2.396825397,4.729787879,Tiered,19.79,32.79,52.58,0-7-18,0,2.64-2.98-3.28,NA,NA,1,Monthly,5,NA,NA
Lee Lake Water District,CA3310074,7/25/2017,Monthly,converted to kgal,11.68933028,2.396825397,4.729787879,Tiered,19.79,32.79,52.58,0-7-18,0,2.64-2.98-3.28,NA,NA,1,Monthly,6,NA,NA
Lee Lake Water District,CA3310074,7/25/2017,Monthly,converted to kgal,11.68933028,2.396825397,4.729787879,Tiered,19.79,32.79,52.58,0-7-18,0,2.64-2.98-3.28,NA,NA,1,Monthly,7,NA,NA
Lee Lake Water District,CA3310074,7/25/2017,Monthly,converted to kgal,11.68933028,2.396825397,4.729787879,Tiered,19.79,32.79,52.58,0-7-18,0,2.64-2.98-3.28,NA,NA,1,Monthly,8,NA,NA
Lemoore  City Of,CA1610005,1/1/2018,Monthly,converted to kgal,15.22986061,2.765097876,5.247605,Uniform,17,16.75,33.75,NA,NA,1.1,NA,NA,1,Monthly,1,0.8228572,NA
Lemoore  City Of,CA1610005,1/1/2018,Monthly,converted to kgal,15.22986061,2.765097876,5.247605,Uniform,17,16.75,33.75,NA,NA,1.1,NA,NA,1,Monthly,2,NA,NA
Lemoore  City Of,CA1610005,1/1/2018,Monthly,converted to kgal,15.22986061,2.765097876,5.247605,Uniform,17,16.75,33.75,NA,NA,1.1,NA,NA,1,Monthly,3,NA,NA
Lemoore  City Of,CA1610005,1/1/2018,Monthly,converted to kgal,15.22986061,2.765097876,5.247605,Uniform,17,16.75,33.75,NA,NA,1.1,NA,NA,1,Monthly,4,NA,NA
Lemoore  City Of,CA1610005,1/1/2018,Monthly,converted to kgal,15.22986061,2.765097876,5.247605,Uniform,17,16.75,33.75,NA,NA,1.1,NA,NA,1,Monthly,5,NA,NA
Lemoore  City Of,CA1610005,1/1/2018,Monthly,converted to kgal,15.22986061,2.765097876,5.247605,Uniform,17,16.75,33.75,NA,NA,1.1,NA,NA,1,Monthly,6,NA,NA
Lemoore  City Of,CA1610005,1/1/2018,Monthly,converted to kgal,15.22986061,2.765097876,5.247605,Uniform,17,16.75,33.75,NA,NA,1.1,NA,NA,1,Monthly,7,NA,NA
Lemoore  City Of,CA1610005,1/1/2018,Monthly,converted to kgal,15.22986061,2.765097876,5.247605,Uniform,17,16.75,33.75,NA,NA,1.1,NA,NA,1,Monthly,8,NA,NA
Liberty Utilities - Norwalk,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Tiered,34.8,92.38,129.78,0-9,0,5.756-6.619,NA,NA,0,Monthly,1,4.305787312,6.732468
Liberty Utilities - Norwalk,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Tiered,34.8,92.38,129.78,0-9,0,5.756-6.619,NA,NA,0,Monthly,2,4.951356188,NA
Liberty Utilities - Norwalk,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Tiered,34.8,92.38,129.78,0-9,0,5.756-6.619,NA,NA,0,Monthly,3,NA,NA
Liberty Utilities - Norwalk,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Tiered,34.8,92.38,129.78,0-9,0,5.756-6.619,NA,NA,0,Monthly,4,NA,NA
Liberty Utilities - Norwalk,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Tiered,34.8,92.38,129.78,0-9,0,5.756-6.619,NA,NA,0,Monthly,5,NA,NA
Liberty Utilities - Norwalk,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Tiered,34.8,92.38,129.78,0-9,0,5.756-6.619,NA,NA,0,Monthly,6,NA,NA
Liberty Utilities - Norwalk,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Tiered,34.8,92.38,129.78,0-9,0,5.756-6.619,NA,NA,0,Monthly,7,NA,NA
Liberty Utilities - Norwalk,NA,1/1/2018,Monthly,converted to kgal,15,3,4,Tiered,34.8,92.38,129.78,0-9,0,5.756-6.619,NA,NA,0,Monthly,8,NA,NA
Lincoln  City Of,CA3110004,7/1/2017,Monthly,converted to kgal,12,2.425353758,4.431634,Tiered,38.13,21.17,59.3,0-5-14-21-35,0,1.78-2.9-4.84-8.86-12.04,"$60,000 to $74,999",67500,1,Monthly,1,1.78,5
Lincoln  City Of,CA3110004,7/1/2017,Monthly,converted to kgal,12,2.425353758,4.431634,Tiered,38.13,21.17,59.3,0-5-14-21-35,0,1.78-2.9-4.84-8.86-12.04,"$60,000 to $74,999",67500,1,Monthly,2,2.9,14
Lincoln  City Of,CA3110004,7/1/2017,Monthly,converted to kgal,12,2.425353758,4.431634,Tiered,38.13,21.17,59.3,0-5-14-21-35,0,1.78-2.9-4.84-8.86-12.04,"$60,000 to $74,999",67500,1,Monthly,3,4.84,21
Lincoln  City Of,CA3110004,7/1/2017,Monthly,converted to kgal,12,2.425353758,4.431634,Tiered,38.13,21.17,59.3,0-5-14-21-35,0,1.78-2.9-4.84-8.86-12.04,"$60,000 to $74,999",67500,1,Monthly,4,8.86,35
Lincoln  City Of,CA3110004,7/1/2017,Monthly,converted to kgal,12,2.425353758,4.431634,Tiered,38.13,21.17,59.3,0-5-14-21-35,0,1.78-2.9-4.84-8.86-12.04,"$60,000 to $74,999",67500,1,Monthly,5,12.04,NA
Lincoln  City Of,CA3110004,7/1/2017,Monthly,converted to kgal,12,2.425353758,4.431634,Tiered,38.13,21.17,59.3,0-5-14-21-35,0,1.78-2.9-4.84-8.86-12.04,"$60,000 to $74,999",67500,1,Monthly,6,NA,NA
Lincoln  City Of,CA3110004,7/1/2017,Monthly,converted to kgal,12,2.425353758,4.431634,Tiered,38.13,21.17,59.3,0-5-14-21-35,0,1.78-2.9-4.84-8.86-12.04,"$60,000 to $74,999",67500,1,Monthly,7,NA,NA
Lincoln  City Of,CA3110004,7/1/2017,Monthly,converted to kgal,12,2.425353758,4.431634,Tiered,38.13,21.17,59.3,0-5-14-21-35,0,1.78-2.9-4.84-8.86-12.04,"$60,000 to $74,999",67500,1,Monthly,8,NA,NA
Lincoln Avenue Water Company,CA1910063,5/1/2017,Monthly,converted to kgal,10.39876741,2.631851852,4.660154091,Tiered,29.9,36.56,70.21,0-7-20-40,0,3.3-3.81-4.19-4.61,"$75,000 to $99,999",87500,0,Monthly,1,2.4685716,5.236364
Lincoln Avenue Water Company,CA1910063,5/1/2017,Monthly,converted to kgal,10.39876741,2.631851852,4.660154091,Tiered,29.9,36.56,70.21,0-7-20-40,0,3.3-3.81-4.19-4.61,"$75,000 to $99,999",87500,0,Monthly,2,2.85007812,14.96104
Lincoln Avenue Water Company,CA1910063,5/1/2017,Monthly,converted to kgal,10.39876741,2.631851852,4.660154091,Tiered,29.9,36.56,70.21,0-7-20-40,0,3.3-3.81-4.19-4.61,"$75,000 to $99,999",87500,0,Monthly,3,3.13433788,29.92208
Lincoln Avenue Water Company,CA1910063,5/1/2017,Monthly,converted to kgal,10.39876741,2.631851852,4.660154091,Tiered,29.9,36.56,70.21,0-7-20-40,0,3.3-3.81-4.19-4.61,"$75,000 to $99,999",87500,0,Monthly,4,3.44851972,NA
Lincoln Avenue Water Company,CA1910063,5/1/2017,Monthly,converted to kgal,10.39876741,2.631851852,4.660154091,Tiered,29.9,36.56,70.21,0-7-20-40,0,3.3-3.81-4.19-4.61,"$75,000 to $99,999",87500,0,Monthly,5,NA,NA
Lincoln Avenue Water Company,CA1910063,5/1/2017,Monthly,converted to kgal,10.39876741,2.631851852,4.660154091,Tiered,29.9,36.56,70.21,0-7-20-40,0,3.3-3.81-4.19-4.61,"$75,000 to $99,999",87500,0,Monthly,6,NA,NA
Lincoln Avenue Water Company,CA1910063,5/1/2017,Monthly,converted to kgal,10.39876741,2.631851852,4.660154091,Tiered,29.9,36.56,70.21,0-7-20-40,0,3.3-3.81-4.19-4.61,"$75,000 to $99,999",87500,0,Monthly,7,NA,NA
Lincoln Avenue Water Company,CA1910063,5/1/2017,Monthly,converted to kgal,10.39876741,2.631851852,4.660154091,Tiered,29.9,36.56,70.21,0-7-20-40,0,3.3-3.81-4.19-4.61,"$75,000 to $99,999",87500,0,Monthly,8,NA,NA
Linda County Water District,CA5810002,8/1/2017,Monthly,converted to kgal,17.01708938,3.083625731,4.376477659,Uniform,19.45,45.95,65.4,NA,NA,2.7,NA,NA,1,Monthly,1,2.0197404,NA
Linda County Water District,CA5810002,8/1/2017,Monthly,converted to kgal,17.01708938,3.083625731,4.376477659,Uniform,19.45,45.95,65.4,NA,NA,2.7,NA,NA,1,Monthly,2,NA,NA
Linda County Water District,CA5810002,8/1/2017,Monthly,converted to kgal,17.01708938,3.083625731,4.376477659,Uniform,19.45,45.95,65.4,NA,NA,2.7,NA,NA,1,Monthly,3,NA,NA
Linda County Water District,CA5810002,8/1/2017,Monthly,converted to kgal,17.01708938,3.083625731,4.376477659,Uniform,19.45,45.95,65.4,NA,NA,2.7,NA,NA,1,Monthly,4,NA,NA
Linda County Water District,CA5810002,8/1/2017,Monthly,converted to kgal,17.01708938,3.083625731,4.376477659,Uniform,19.45,45.95,65.4,NA,NA,2.7,NA,NA,1,Monthly,5,NA,NA
Linda County Water District,CA5810002,8/1/2017,Monthly,converted to kgal,17.01708938,3.083625731,4.376477659,Uniform,19.45,45.95,65.4,NA,NA,2.7,NA,NA,1,Monthly,6,NA,NA
Linda County Water District,CA5810002,8/1/2017,Monthly,converted to kgal,17.01708938,3.083625731,4.376477659,Uniform,19.45,45.95,65.4,NA,NA,2.7,NA,NA,1,Monthly,7,NA,NA
Linda County Water District,CA5810002,8/1/2017,Monthly,converted to kgal,17.01708938,3.083625731,4.376477659,Uniform,19.45,45.95,65.4,NA,NA,2.7,NA,NA,1,Monthly,8,NA,NA
Livermore  City of,CA0110011,1/1/2017,monthly,converted to kgal,9.95763746,2.771506713,4.393355909,Tiered,15.38,33.27,48.65,0-6-36,0,3.066-3.619-5.444,"$100,000 to $124,999",112500,0,Monthly,1,2.293527432,4.488312
Livermore  City of,CA0110011,1/1/2017,monthly,converted to kgal,9.95763746,2.771506713,4.393355909,Tiered,15.38,33.27,48.65,0-6-36,0,3.066-3.619-5.444,"$100,000 to $124,999",112500,0,Monthly,2,2.707200188,26.929872
Livermore  City of,CA0110011,1/1/2017,monthly,converted to kgal,9.95763746,2.771506713,4.393355909,Tiered,15.38,33.27,48.65,0-6-36,0,3.066-3.619-5.444,"$100,000 to $124,999",112500,0,Monthly,3,4.072395088,NA
Livermore  City of,CA0110011,1/1/2017,monthly,converted to kgal,9.95763746,2.771506713,4.393355909,Tiered,15.38,33.27,48.65,0-6-36,0,3.066-3.619-5.444,"$100,000 to $124,999",112500,0,Monthly,4,NA,NA
Livermore  City of,CA0110011,1/1/2017,monthly,converted to kgal,9.95763746,2.771506713,4.393355909,Tiered,15.38,33.27,48.65,0-6-36,0,3.066-3.619-5.444,"$100,000 to $124,999",112500,0,Monthly,5,NA,NA
Livermore  City of,CA0110011,1/1/2017,monthly,converted to kgal,9.95763746,2.771506713,4.393355909,Tiered,15.38,33.27,48.65,0-6-36,0,3.066-3.619-5.444,"$100,000 to $124,999",112500,0,Monthly,6,NA,NA
Livermore  City of,CA0110011,1/1/2017,monthly,converted to kgal,9.95763746,2.771506713,4.393355909,Tiered,15.38,33.27,48.65,0-6-36,0,3.066-3.619-5.444,"$100,000 to $124,999",112500,0,Monthly,7,NA,NA
Livermore  City of,CA0110011,1/1/2017,monthly,converted to kgal,9.95763746,2.771506713,4.393355909,Tiered,15.38,33.27,48.65,0-6-36,0,3.066-3.619-5.444,"$100,000 to $124,999",112500,0,Monthly,8,NA,NA
Livingston  City Of,CA2410004,9/1/2017,Monthly,converted to kgal,17,3.732307692,4.721204023,Uniform,12.15,34.6,46.75,NA,NA,2.71,"$35,000 to $39,999",37500,1,Monthly,1,2.71,NA
Livingston  City Of,CA2410004,9/1/2017,Monthly,converted to kgal,17,3.732307692,4.721204023,Uniform,12.15,34.6,46.75,NA,NA,2.71,"$35,000 to $39,999",37500,1,Monthly,2,NA,NA
Livingston  City Of,CA2410004,9/1/2017,Monthly,converted to kgal,17,3.732307692,4.721204023,Uniform,12.15,34.6,46.75,NA,NA,2.71,"$35,000 to $39,999",37500,1,Monthly,3,NA,NA
Livingston  City Of,CA2410004,9/1/2017,Monthly,converted to kgal,17,3.732307692,4.721204023,Uniform,12.15,34.6,46.75,NA,NA,2.71,"$35,000 to $39,999",37500,1,Monthly,4,NA,NA
Livingston  City Of,CA2410004,9/1/2017,Monthly,converted to kgal,17,3.732307692,4.721204023,Uniform,12.15,34.6,46.75,NA,NA,2.71,"$35,000 to $39,999",37500,1,Monthly,5,NA,NA
Livingston  City Of,CA2410004,9/1/2017,Monthly,converted to kgal,17,3.732307692,4.721204023,Uniform,12.15,34.6,46.75,NA,NA,2.71,"$35,000 to $39,999",37500,1,Monthly,6,NA,NA
Livingston  City Of,CA2410004,9/1/2017,Monthly,converted to kgal,17,3.732307692,4.721204023,Uniform,12.15,34.6,46.75,NA,NA,2.71,"$35,000 to $39,999",37500,1,Monthly,7,NA,NA
Livingston  City Of,CA2410004,9/1/2017,Monthly,converted to kgal,17,3.732307692,4.721204023,Uniform,12.15,34.6,46.75,NA,NA,2.71,"$35,000 to $39,999",37500,1,Monthly,8,NA,NA
Lodi  City of Public Works Department,CA3910004,7/1/2017,Monthly,converted to kgal,12.8192055,2.6673431,4.657959545,Tiered,21.87,13.66,35.53,0-10-50,0,0.97-1.29-1.6,"$45,000 to $49,999",47500,1,Monthly,1,0.72561044,7.48052
Lodi  City of Public Works Department,CA3910004,7/1/2017,Monthly,converted to kgal,12.8192055,2.6673431,4.657959545,Tiered,21.87,13.66,35.53,0-10-50,0,0.97-1.29-1.6,"$45,000 to $49,999",47500,1,Monthly,2,0.96498708,37.4026
Lodi  City of Public Works Department,CA3910004,7/1/2017,Monthly,converted to kgal,12.8192055,2.6673431,4.657959545,Tiered,21.87,13.66,35.53,0-10-50,0,0.97-1.29-1.6,"$45,000 to $49,999",47500,1,Monthly,3,1.1968832,NA
Lodi  City of Public Works Department,CA3910004,7/1/2017,Monthly,converted to kgal,12.8192055,2.6673431,4.657959545,Tiered,21.87,13.66,35.53,0-10-50,0,0.97-1.29-1.6,"$45,000 to $49,999",47500,1,Monthly,4,NA,NA
